collection_id,property_id,property_name,collection_date,route_id,bags_collected,missed_pickups,completion_time,collector_id,region,ingested_at,processed_at
C007604,P008,Harbor Pointe,2025-03-26,R14,122,0,18:45,D16,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007618,P007,Willow Creek,2025-02-22,R16,92,2,15:29,D18,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007646,P008,Harbor Pointe,2025-03-06,R12,131,0,17:21,D17,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007649,P004,Birchwood Commons,2025-04-11,R24,61,0,19:21,D07,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007656,P004,Birchwood Commons,2025-03-12,R13,44,1,19:48,D02,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007661,P008,Harbor Pointe,2025-02-06,R17,83,0,14:05,D20,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007685,P001,Sunset Ridge,2025-05-11,R15,92,0,18:51,D07,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007694,P008,Harbor Pointe,2025-05-22,R23,57,0,14:52,D15,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007721,P004,Birchwood Commons,2025-04-28,R15,52,0,17:32,D08,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007727,P002,Maple Court,2025-04-06,R22,76,0,17:59,D16,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007738,P005,Lakeview Terrace,2025-03-02,R13,156,0,15:35,D19,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007751,P005,Lakeview Terrace,2025-05-08,R18,103,1,14:47,D02,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007775,P007,Willow Creek,2025-06-15,R21,118,0,18:42,D05,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007799,P003,Green Oaks,2025-05-22,R20,158,0,15:03,D07,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007812,P003,Green Oaks,2025-06-22,R17,116,0,19:04,D07,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007838,P003,Green Oaks,2025-05-06,R24,102,0,15:19,D13,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007842,P003,Green Oaks,2025-03-03,R17,128,2,18:01,D06,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007871,P007,Willow Creek,2025-06-18,R13,44,2,14:29,D19,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007894,P003,Green Oaks,2025-06-26,R19,92,0,21:45,D20,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007896,P002,Maple Court,2025-03-01,R21,160,2,14:01,D03,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007899,P004,Birchwood Commons,2025-05-11,R15,80,0,16:09,D01,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007963,P004,Birchwood Commons,2025-05-10,R11,153,1,14:44,D17,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007964,P005,Lakeview Terrace,2025-01-09,R16,54,0,22:30,D02,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007009,P001,Sunset Ridge,2025-04-23,R24,66,0,14:42,D05,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007021,P007,Willow Creek,2025-05-27,R18,123,0,19:48,D06,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007027,P008,Harbor Pointe,2025-02-22,R10,108,0,20:03,D10,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007030,P004,Birchwood Commons,2025-02-28,R24,151,0,16:21,D13,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007036,P007,Willow Creek,2025-05-08,R14,93,0,17:21,D03,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007047,P007,Willow Creek,2025-02-21,R18,122,0,21:39,D14,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007051,P002,Maple Court,2025-06-20,R19,112,2,20:04,D10,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007066,P005,Lakeview Terrace,2025-01-27,R22,105,0,20:21,D15,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007067,P007,Willow Creek,2025-02-20,R12,144,0,14:24,D17,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007096,P004,Birchwood Commons,2025-06-01,R13,75,0,19:00,D02,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007110,P006,Cedar Park,2025-03-23,R16,149,0,18:06,D14,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007126,P007,Willow Creek,2025-04-16,R17,125,1,21:56,D03,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007154,P005,Lakeview Terrace,2025-02-22,R11,137,1,18:32,D10,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007166,P005,Lakeview Terrace,2025-01-18,R22,92,0,19:05,D18,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007175,P008,Harbor Pointe,2025-02-10,R21,55,1,15:13,D03,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007191,P005,Lakeview Terrace,2025-01-21,R10,81,0,18:53,D04,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007193,P002,Maple Court,2025-05-08,R19,46,0,14:13,D06,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007197,P007,Willow Creek,2025-03-04,R24,101,0,17:03,D12,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007208,P003,Green Oaks,2025-05-09,R16,64,1,16:44,D16,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007244,P008,Harbor Pointe,2025-03-17,R11,63,1,21:36,D08,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007253,P003,Green Oaks,2025-02-14,R15,139,0,19:33,D08,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007260,P001,Sunset Ridge,2025-01-02,R12,46,0,21:55,D08,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007266,P008,Harbor Pointe,2025-03-10,R21,93,0,18:20,D13,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007308,P004,Birchwood Commons,2025-04-04,R12,157,0,21:05,D02,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007313,P007,Willow Creek,2025-02-04,R15,102,2,15:07,D20,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007327,P003,Green Oaks,2025-01-27,R24,106,0,21:52,D18,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007359,P006,Cedar Park,2025-02-21,R22,120,0,15:23,D11,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007388,P006,Cedar Park,2025-04-23,R11,116,0,20:04,D09,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007411,P003,Green Oaks,2025-06-22,R22,136,0,19:06,D06,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007433,P005,Lakeview Terrace,2025-06-23,R14,98,0,18:34,D10,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007451,P005,Lakeview Terrace,2025-02-05,R18,52,0,17:05,D05,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007469,P002,Maple Court,2025-03-07,R16,146,2,17:41,D15,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007487,P002,Maple Court,2025-03-25,R23,50,0,14:10,D18,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007498,P001,Sunset Ridge,2025-05-14,R18,152,0,20:44,D08,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007501,P001,Sunset Ridge,2025-06-29,R12,111,2,18:17,D01,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007511,P004,Birchwood Commons,2025-04-11,R18,107,1,15:16,D18,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007614,P002,Maple Court,2025-02-27,R14,114,0,17:41,D05,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007617,P003,Green Oaks,2025-05-26,R23,108,0,15:00,D02,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007658,P008,Harbor Pointe,2025-06-28,R24,91,0,22:18,D17,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007667,P004,Birchwood Commons,2025-02-24,R11,157,0,21:21,D12,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007674,P002,Maple Court,2025-03-23,R24,131,0,19:49,D12,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007704,P008,Harbor Pointe,2025-02-16,R14,123,0,20:40,D19,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007795,P005,Lakeview Terrace,2025-04-06,R20,122,1,19:42,D03,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007813,P002,Maple Court,2025-03-13,R18,64,0,19:56,D20,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007814,P003,Green Oaks,2025-03-07,R10,54,0,18:02,D15,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007825,P004,Birchwood Commons,2025-01-19,R24,130,0,18:56,D10,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007834,P004,Birchwood Commons,2025-01-19,R14,104,2,18:47,D10,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007843,P006,Cedar Park,2025-04-01,R19,63,0,18:23,D18,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007852,P003,Green Oaks,2025-03-06,R22,124,0,17:39,D14,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007853,P006,Cedar Park,2025-04-03,R21,53,0,18:06,D19,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007861,P002,Maple Court,2025-03-25,R16,42,2,22:15,D10,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007869,P004,Birchwood Commons,2025-03-13,R17,133,0,20:37,D15,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007874,P008,Harbor Pointe,2025-04-09,R17,68,0,19:47,D04,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007914,P004,Birchwood Commons,2025-06-14,R19,135,3,21:46,D16,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007920,P008,Harbor Pointe,2025-01-17,R20,76,2,20:29,D11,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007928,P003,Green Oaks,2025-05-22,R12,118,2,22:12,D02,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007949,P003,Green Oaks,2025-01-26,R24,147,1,21:37,D04,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007955,P008,Harbor Pointe,2025-01-27,R17,126,0,21:14,D01,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007967,P003,Green Oaks,2025-01-08,R13,58,0,18:40,D07,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007014,P005,Lakeview Terrace,2025-05-22,R10,123,0,15:20,D04,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007050,P003,Green Oaks,2025-06-07,R22,52,1,21:00,D06,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007072,P001,Sunset Ridge,2025-06-10,R17,136,0,18:36,D11,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007082,P001,Sunset Ridge,2025-06-25,R22,155,2,15:49,D02,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007097,P002,Maple Court,2025-01-27,R20,51,0,17:40,D02,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007102,P005,Lakeview Terrace,2025-06-04,R14,154,0,18:03,D11,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007103,P005,Lakeview Terrace,2025-04-23,R17,136,0,21:10,D03,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007125,P004,Birchwood Commons,2025-03-10,R16,57,0,20:37,D14,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007141,P004,Birchwood Commons,2025-05-05,R10,140,0,21:36,D01,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007171,P007,Willow Creek,2025-05-26,R17,44,0,15:57,D11,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007198,P007,Willow Creek,2025-05-18,R24,135,0,18:48,D11,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007205,P001,Sunset Ridge,2025-02-23,R12,78,0,16:24,D10,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007218,P005,Lakeview Terrace,2025-01-04,R17,150,2,22:11,D09,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007249,P004,Birchwood Commons,2025-03-19,R10,114,0,21:20,D08,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007250,P002,Maple Court,2025-06-26,R14,114,0,16:32,D19,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007254,P006,Cedar Park,2025-01-03,R18,47,0,22:49,D15,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007272,P003,Green Oaks,2025-05-20,R16,91,2,20:43,D20,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007325,P003,Green Oaks,2025-02-06,R13,155,3,16:08,D09,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007343,P001,Sunset Ridge,2025-02-12,R10,141,0,16:10,D16,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007361,P002,Maple Court,2025-01-15,R15,78,0,16:54,D04,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007367,P005,Lakeview Terrace,2025-02-10,R24,112,0,19:05,D17,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007371,P002,Maple Court,2025-01-13,R10,40,0,20:37,D11,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007378,P004,Birchwood Commons,2025-06-26,R19,64,0,15:33,D12,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007402,P003,Green Oaks,2025-06-15,R20,120,1,14:03,D06,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007407,P003,Green Oaks,2025-04-07,R11,84,0,16:52,D19,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007420,P003,Green Oaks,2025-01-17,R19,60,0,21:48,D01,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007435,P008,Harbor Pointe,2025-01-31,R12,119,0,15:16,D05,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007455,P003,Green Oaks,2025-06-28,R16,130,0,20:28,D10,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007467,P006,Cedar Park,2025-01-26,R22,153,0,16:33,D12,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007529,P008,Harbor Pointe,2025-03-04,R12,46,2,15:30,D01,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007555,P008,Harbor Pointe,2025-06-10,R11,94,0,18:48,D13,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007559,P003,Green Oaks,2025-05-13,R21,92,1,17:30,D09,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007560,P001,Sunset Ridge,2025-05-31,R13,156,0,16:11,D11,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007562,P006,Cedar Park,2025-06-16,R14,124,0,19:46,D10,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007563,P008,Harbor Pointe,2025-05-04,R18,156,2,21:45,D20,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007578,P002,Maple Court,2025-03-19,R21,116,1,20:31,D19,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007579,P006,Cedar Park,2025-05-23,R11,119,0,16:00,D17,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007580,P006,Cedar Park,2025-06-09,R13,141,1,22:21,D03,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007625,P001,Sunset Ridge,2025-01-29,R22,136,1,21:56,D02,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007638,P001,Sunset Ridge,2025-01-19,R20,137,0,17:32,D18,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007669,P007,Willow Creek,2025-01-16,R15,108,2,19:32,D05,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007673,P007,Willow Creek,2025-04-15,R11,119,0,14:29,D11,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007680,P008,Harbor Pointe,2025-04-14,R16,118,0,14:21,D09,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007688,P004,Birchwood Commons,2025-05-25,R15,42,0,19:19,D10,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007693,P006,Cedar Park,2025-02-18,R24,159,0,17:48,D20,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007708,P003,Green Oaks,2025-03-20,R13,124,0,18:08,D02,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007712,P005,Lakeview Terrace,2025-03-28,R19,49,0,21:34,D11,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007725,P004,Birchwood Commons,2025-01-22,R13,139,0,18:16,D04,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007733,P008,Harbor Pointe,2025-01-30,R14,144,0,14:22,D09,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007768,P005,Lakeview Terrace,2025-03-24,R21,40,2,22:56,D11,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007780,P005,Lakeview Terrace,2025-01-24,R14,55,0,14:32,D18,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007818,P008,Harbor Pointe,2025-06-16,R23,158,1,19:12,D04,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007868,P002,Maple Court,2025-05-31,R14,73,0,21:30,D06,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007872,P002,Maple Court,2025-02-23,R17,104,1,21:48,D07,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007887,P007,Willow Creek,2025-01-22,R15,51,3,21:44,D12,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007942,P005,Lakeview Terrace,2025-04-10,R13,114,0,22:30,D17,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007958,P002,Maple Court,2025-01-06,R17,111,0,19:27,D07,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007979,P005,Lakeview Terrace,2025-01-07,R17,155,0,20:57,D13,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007997,P001,Sunset Ridge,2025-02-05,R15,148,0,14:03,D09,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007002,P004,Birchwood Commons,2025-04-10,R20,50,0,14:02,D05,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007008,P005,Lakeview Terrace,2025-04-04,R21,65,0,15:01,D11,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007032,P007,Willow Creek,2025-01-26,R18,69,0,18:34,D10,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007042,P005,Lakeview Terrace,2025-03-13,R14,98,0,22:13,D01,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007075,P004,Birchwood Commons,2025-06-22,R20,92,0,16:17,D02,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007083,P006,Cedar Park,2025-06-04,R18,138,0,19:43,D04,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007158,P003,Green Oaks,2025-04-09,R23,123,0,22:23,D03,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007169,P007,Willow Creek,2025-05-17,R20,105,1,20:20,D04,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007177,P006,Cedar Park,2025-04-24,R23,149,3,19:23,D15,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007192,P004,Birchwood Commons,2025-06-21,R17,41,0,14:49,D18,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007196,P004,Birchwood Commons,2025-01-20,R12,67,1,17:34,D12,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007236,P006,Cedar Park,2025-02-27,R21,84,0,19:43,D17,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007245,P003,Green Oaks,2025-06-10,R24,89,0,16:41,D16,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007246,P001,Sunset Ridge,2025-03-22,R16,128,0,14:19,D04,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007273,P003,Green Oaks,2025-04-09,R21,131,1,21:55,D15,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007274,P007,Willow Creek,2025-06-22,R21,140,1,20:22,D15,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007275,P006,Cedar Park,2025-05-18,R23,116,1,21:28,D11,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007276,P004,Birchwood Commons,2025-05-06,R21,125,0,22:01,D02,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007289,P007,Willow Creek,2025-03-03,R15,146,0,14:39,D09,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007304,P005,Lakeview Terrace,2025-02-23,R22,83,0,16:17,D09,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007309,P002,Maple Court,2025-03-18,R23,62,0,20:49,D09,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007334,P007,Willow Creek,2025-06-21,R16,62,0,19:50,D01,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007344,P004,Birchwood Commons,2025-04-03,R15,140,1,18:59,D07,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007346,P001,Sunset Ridge,2025-06-16,R10,69,0,21:49,D18,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007360,P002,Maple Court,2025-04-18,R20,123,0,18:42,D08,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007363,P006,Cedar Park,2025-03-25,R11,100,0,17:14,D13,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007393,P001,Sunset Ridge,2025-06-14,R23,70,0,15:53,D11,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007405,P004,Birchwood Commons,2025-04-14,R15,148,0,20:11,D18,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007421,P008,Harbor Pointe,2025-01-15,R16,120,0,18:08,D02,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007422,P004,Birchwood Commons,2025-01-24,R11,45,0,15:02,D20,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007431,P002,Maple Court,2025-04-27,R11,91,0,14:46,D17,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007438,P005,Lakeview Terrace,2025-06-03,R15,134,0,16:57,D11,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007440,P008,Harbor Pointe,2025-06-08,R18,43,3,17:54,D20,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007454,P008,Harbor Pointe,2025-05-08,R10,144,0,20:55,D17,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007477,P003,Green Oaks,2025-06-28,R12,115,2,15:59,D07,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007518,P003,Green Oaks,2025-03-09,R24,62,1,19:39,D15,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007570,P002,Maple Court,2025-04-04,R10,62,0,20:10,D06,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007576,P002,Maple Court,2025-01-07,R17,61,0,18:03,D20,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007596,P004,Birchwood Commons,2025-05-11,R16,119,0,17:59,D18,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007597,P007,Willow Creek,2025-03-31,R10,100,0,14:42,D09,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007609,P008,Harbor Pointe,2025-04-20,R17,46,0,15:59,D12,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007619,P007,Willow Creek,2025-05-11,R22,72,1,18:44,D20,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007623,P003,Green Oaks,2025-05-30,R17,49,3,21:55,D13,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007628,P004,Birchwood Commons,2025-04-27,R11,158,0,16:13,D08,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007692,P007,Willow Creek,2025-06-16,R21,56,0,18:12,D14,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C007713,P005,Lakeview Terrace,2025-02-26,R14,142,1,19:46,D11,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
